period,tmean
1995-01,26.335483870967742
1995-02,28.991071428571427
1995-03,33.124193548387105
1995-04,32.940000000000005
1995-05,31.483870967741936
1995-06,29.361666666666668
1995-07,27.41774193548387
1995-08,26.177419354838708
1995-09,27.566666666666666
1995-10,28.572580645161292
1995-11,28.941666666666666
1995-12,28.383870967741935
1996-01,28.866129032258065
1996-02,31.356896551724137
1996-03,33.00806451612903
1996-04,32.815000000000005
1996-05,31.10967741935484
1996-06,27.563333333333333
1996-07,27.15
1996-08,26.670967741935485
1996-09,26.73166666666667
1996-10,27.743548387096777
1996-11,26.978333333333335
1996-12,27.458064516129035
1997-01,28.56451612903226
1997-02,29.242857142857144
1997-03,32.03709677419355
1997-04,31.753333333333334
1997-05,30.3241935483871
1997-06,27.493333333333332
1997-07,27.24516129032258
1997-08,27.312903225806455
1997-09,27.973333333333336
1997-10,28.90806451612903
1997-11,29.121666666666666
1997-12,27.8
1998-01,27.891935483870967
1998-02,31.1125
1998-03,32.66290322580645
1998-04,34.01833333333334
1998-05,31.700000000000003
1998-06,28.883333333333333
1998-07,27.81451612903226
1998-08,26.809677419354838
1998-09,26.788333333333334
1998-10,28.59193548387097
1998-11,28.988333333333337
1998-12,28.04032258064516
1999-01,28.90967741935484
1999-02,29.241071428571427
1999-03,33.30161290322581
1999-04,32.58
1999-05,31.206451612903226
1999-06,29.038333333333334
1999-07,27.201612903225808
1999-08,26.424193548387095
1999-09,26.553333333333335
1999-10,27.970967741935485
1999-11,28.883333333333333
1999-12,27.170967741935485
2000-01,29.238709677419354
2000-02,28.298275862068966
2000-03,31.92258064516129
2000-04,33.73833333333333
2000-05,31.288709677419355
2000-06,28.263333333333332
2000-07,26.874193548387098
2000-08,26.64677419354839
2000-09,26.893333333333334
2000-10,28.467741935483872
2000-11,28.758333333333333
2000-12,27.05
2001-01,27.362903225806452
2001-02,29.094642857142855
2001-03,32.44032258064516
2001-04,32.86833333333333
2001-05,31.187096774193545
2001-06,28.345000000000002
2001-07,27.380645161290325
2001-08,26.538709677419355
2001-09,27.095000000000002
2001-10,29.57903225806452
2001-11,29.385
2001-12,29.003225806451614
2002-01,27.848387096774193
2002-02,29.991071428571427
2002-03,33.71774193548387
2002-04,33.26166666666667
2002-05,31.683870967741935
2002-06,29.015
2002-07,28.032258064516128
2002-08,26.738709677419354
2002-09,27.34
2002-10,28.193548387096776
2002-11,28.610000000000003
2002-12,27.859677419354842
2003-01,28.44677419354839
2003-02,31.392857142857142
2003-03,32.461290322580645
2003-04,32.861666666666665
2003-05,31.88225806451613
2003-06,27.946666666666665
2003-07,27.23225806451613
2003-08,26.958064516129035
2003-09,27.305
2003-10,29.198387096774194
2003-11,29.330000000000002
2003-12,27.674193548387095
2004-01,28.575806451612905
2004-02,30.310344827586206
2004-03,31.35483870967742
2004-04,31.323333333333334
2004-05,29.195161290322584
2004-06,27.88
2004-07,26.875806451612902
2004-08,26.84193548387097
2004-09,27.09333333333333
2004-10,29.55483870967742
2004-11,29.646666666666665
2004-12,29.36451612903226
2005-01,27.485483870967744
2005-02,32.669642857142854
2005-03,34.3258064516129
2005-04,34.265
2005-05,31.830645161290324
2005-06,28.545
2005-07,26.996774193548386
2005-08,26.81612903225807
2005-09,27.685
2005-10,28.68548387096774
2005-11,29.540000000000003
2005-12,28.958064516129035
2006-01,29.529032258064515
2006-02,31.14464285714286
2006-03,33.38870967741936
2006-04,33.32833333333333
2006-05,30.624193548387098
2006-06,29.456666666666667
2006-07,27.758064516129032
2006-08,27.06451612903226
2006-09,26.93166666666667
2006-10,28.71935483870968
2006-11,28.091666666666665
2006-12,27.491935483870968
2007-01,26.91290322580645
2007-02,30.550000000000004
2007-03,32.78709677419355
2007-04,31.42
2007-05,29.712903225806453
2007-06,28.720000000000002
2007-07,27.31935483870968
2007-08,26.130645161290325
2007-09,27.42
2007-10,29.320967741935487
2007-11,29.668333333333337
2007-12,28.135483870967743
2008-01,25.445161290322584
2008-02,29.58793103448276
2008-03,32.12903225806452
2008-04,32.465
2008-05,31.109677419354842
2008-06,29.228333333333335
2008-07,27.135483870967743
2008-08,26.52258064516129
2008-09,27.040000000000003
2008-10,28.4
2008-11,28.256666666666668
2008-12,28.64677419354839
2009-01,26.98709677419355
2009-02,31.337500000000002
2009-03,33.082258064516125
2009-04,32.358333333333334
2009-05,31.08709677419355
2009-06,28.785000000000004
2009-07,27.3241935483871
2009-08,26.92258064516129
2009-09,27.391666666666666
2009-10,28.351612903225806
2009-11,28.7
2009-12,28.433870967741935
2010-01,28.427419354838708
2010-02,31.801785714285717
2010-03,33.78064516129032
2010-04,33.181666666666665
2010-05,31.045161290322582
2010-06,28.443333333333335
2010-07,27.28548387096774
2010-08,26.861290322580647
2010-09,27.011666666666667
2010-10,28.0
2010-11,28.938333333333333
2010-12,27.370967741935484
2011-01,27.51290322580645
2011-02,30.63571428571429
2011-03,33.59516129032258
2011-04,32.873333333333335
2011-05,30.450000000000003
2011-06,28.895
2011-07,27.76290322580645
2011-08,26.56451612903226
2011-09,27.404999999999998
2011-10,28.811290322580643
2011-11,29.005
2011-12,27.35
2012-01,27.50483870967742
2012-02,30.717241379310344
2012-03,33.064516129032256
2012-04,31.803333333333335
2012-05,29.09193548387097
2012-06,28.903333333333332
2012-07,27.07903225806452
2012-08,26.69193548387097
2012-09,26.885
2012-10,28.440322580645162
2012-11,30.15
2012-12,28.60645161290323
2013-01,28.06451612903226
2013-02,30.803571428571427
2013-03,33.56612903225806
2013-04,32.111666666666665
2013-05,30.037096774193547
2013-06,29.451666666666664
2013-07,27.625806451612902
2013-08,26.498387096774195
2013-09,27.193333333333335
2013-10,28.29193548387097
2013-11,29.648333333333333
2013-12,28.11774193548387
2014-01,29.10645161290323
2014-02,31.201785714285712
2014-03,32.32741935483871
2014-04,32.013333333333335
2014-05,30.94516129032258
2014-06,29.685000000000002
2014-07,28.493548387096777
2014-08,27.59193548387097
2014-09,27.029999999999998
2014-10,29.47258064516129
2014-11,30.208333333333332
2014-12,28.56451612903226
2015-01,27.73709677419355
2015-02,31.1375
2015-03,32.308064516129036
2015-04,33.19166666666667
2015-05,32.63548387096775
2015-06,29.666666666666668
2015-07,27.9741935483871
2015-08,27.138709677419357
2015-09,27.635
2015-10,29.14032258064516
2015-11,29.423333333333336
2015-12,26.808064516129033
2016-01,27.919354838709676
2016-02,30.29137931034483
2016-03,32.33709677419355
2016-04,33.195
2016-05,31.206451612903226
2016-06,28.785000000000004
2016-07,27.388333333333332
2016-08,27.243548387096773
2016-09,27.208333333333332
2016-10,28.99516129032258
2016-11,29.966666666666665
2016-12,28.988709677419354
2017-01,27.953225806451616
2017-02,30.664285714285715
2017-03,32.11451612903226
2017-04,32.70166666666667
2017-05,30.156451612903226
2017-06,28.105
2017-07,27.32741935483871
2017-08,27.09193548387097
2017-09,27.671666666666667
2017-10,28.590322580645164
2017-11,29.391666666666666
2017-12,28.251612903225805
2018-01,27.65806451612903
2018-02,30.725
2018-03,32.21774193548387
2018-04,32.888333333333335
2018-05,30.516129032258064
2018-06,28.618333333333336
2018-07,27.18064516129032
2018-08,26.862903225806452
2018-09,27.115000000000002
2018-10,28.60483870967742
2018-11,29.336666666666666
2018-12,27.945161290322584
2019-01,28.187096774193552
2019-02,30.821428571428573
2019-03,32.74516129032258
2019-04,33.06333333333333
2019-05,31.19677419354839
2019-06,29.023333333333333
2019-07,27.274193548387096
2019-08,26.956451612903226
2019-09,27.178333333333335
2019-10,27.61935483870968
2019-11,29.110000000000003
2019-12,27.833870967741937
2020-01,28.045161290322582
2020-02,29.874137931034483
2020-03,33.81290322580645
2020-04,33.571666666666665
2020-05,31.5741935483871
2020-06,28.558333333333334
2020-07,27.64032258064516
2020-08,26.856451612903225
2020-09,26.771666666666665
2020-10,27.62741935483871
2020-11,29.178333333333335
2020-12,29.44677419354839
2021-01,29.65967741935484
2021-02,30.732142857142858
2021-03,33.57741935483871
2021-04,34.20166666666667
2021-05,31.830645161290324
2021-06,29.166666666666668
2021-07,27.361666666666668
2021-08,26.695
2021-09,27.55666666666667
2021-10,29.39516129032258
2021-11,29.896666666666665
2021-12,28.88225806451613
2022-01,27.825806451612905
2022-02,30.717857142857145
2022-03,33.42258064516129
2022-04,32.445
2022-05,31.351612903225806
2022-06,28.50166666666667
2022-07,27.51290322580645
2022-08,26.940322580645162
2022-09,27.043333333333333
2022-10,28.5258064516129
2022-11,28.825
2022-12,27.966129032258067
2023-01,27.916129032258063
2023-02,30.794642857142858
2023-03,32.01935483870968
2023-04,32.193333333333335
2023-05,30.530645161290323
2023-06,28.990000000000002
2023-07,27.832258064516132
2023-08,27.133870967741935
2023-09,27.676666666666666
2023-10,28.756451612903227
2023-11,29.526666666666664
2023-12,26.479032258064517
2024-01,28.743548387096777
2024-02,30.846551724137928
2024-03,34.45645161290323
2024-04,34.06
2024-05,32.35806451612903
2024-06,29.920161290322582
2024-07,27.48225806451613
2024-08,26.80483870967742
2024-09,27.043333333333333
2024-10,28.06451612903226
2024-11,28.148333333333333
2024-12,27.683870967741935
