period,residual
2015-07,-0.13683246585691577
2015-08,-0.12515737084210699
2015-09,0.6469139327062123
2015-10,0.24260894877299322
2015-11,0.3814920330587874
2015-12,-1.07180324278821
2016-01,1.1571121666334392
2016-02,1.7597088092400028
2016-03,0.048966561440551004
2016-04,0.6124715918938044
2016-05,0.038965299871865255
2016-06,-0.5263013206614886
2016-07,0.04993941088718046
2016-08,-0.30178073553332396
2016-09,0.5595805782794372
2016-10,-0.03114626892635286
2016-11,-0.21711708360442827
2016-12,-0.8227313210864864
2017-01,-0.5118114905708282
2017-02,0.7727176329951106
2017-03,0.060867423637393614
2017-04,-0.5442359650437361
2017-05,-0.12136382415118874
2017-06,-0.6066923913591964
2017-07,-0.9803899371948468
2017-08,-0.03610288503856651
2017-09,-0.36403275373361055
2017-10,-0.03682334089961614
2017-11,-0.028529798755393188
2017-12,-0.783393595994962
2018-01,-0.08627336692999421
2018-02,1.673287302688422
2018-03,-0.48048581941232626
2018-04,0.687359776032185
2018-05,-0.301548155018164
2018-06,-0.04818987778639894
2018-07,0.09593514083590904
2018-08,-0.014752308375477696
2018-09,0.3702090581598263
2018-10,0.29759552555055535
2018-11,0.473008721279939
2018-12,0.06096402744600482
2019-01,0.4316083508610049
2019-02,0.8299400835973891
2019-03,0.3811560192380341
2019-04,1.0451296226148195
2019-05,-0.3784473826924497
2019-06,-0.29401090967446564
2019-07,-0.18941970072970804
2019-08,-0.1192853207947735
2019-09,0.07551661306843371
2019-10,-0.8372323715405692
2019-11,0.44066747456786715
2019-12,-0.28898723026917494
2020-01,-0.818447424476723
2020-02,1.499321726029276
2020-03,-0.4786532714717211
2020-04,0.36920712106507736
2020-05,0.2389225889833817
2020-06,-0.8639766615049425
2020-07,-0.40655676846300537
2020-08,0.2368349241740617
2020-09,0.07090919835815157
2020-10,-0.15210721121238535
2020-11,0.1734961002934412
2020-12,-0.5752660987557547
2021-01,-0.30133153010724456
2021-02,0.5743135191013593
2021-03,-0.37921071972521503
2021-04,0.5880973770829421
2021-05,0.46257902691317554
2021-06,-1.0604359502554566
2021-07,-0.3836412812808909
2021-08,0.03508646823139827
2021-09,-0.043364486236232125
2021-10,0.27574069210547236
2021-11,0.11813720856858723
2021-12,0.3485853569993793
2022-01,-0.48199531053072064
2022-02,0.8762949275381793
2022-03,0.15935621372887354
2022-04,-0.37222301487480536
2022-05,0.723033779489672
2022-06,-0.7675011046026796
2022-07,-0.6232191289633278
2022-08,-0.7206308709659766
2022-09,-0.41470193202589556
2022-10,0.5456139017859698
2022-11,-0.15300612620777088
2022-12,-0.8113062895344783
2023-01,0.13958002992434615
2023-02,0.7552143633636135
