period,tmean
2006-01,28.698387096774194
2006-02,29.157142857142855
2006-03,28.96451612903226
2006-04,29.433333333333334
2006-05,27.653225806451612
2006-06,27.35
2006-07,26.508064516129032
2006-08,25.767741935483873
2006-09,26.478333333333335
2006-10,27.432258064516127
2006-11,28.616666666666667
2006-12,28.885483870967743
2007-01,28.29516129032258
2007-02,29.1875
2007-03,29.062903225806455
2007-04,29.240000000000002
2007-05,28.572580645161292
2007-06,26.523333333333333
2007-07,25.933870967741935
2007-08,26.05483870967742
2007-09,26.336666666666666
2007-10,27.25161290322581
2007-11,28.043333333333333
2007-12,28.59032258064516
2008-01,28.048387096774192
2008-02,29.429310344827588
2008-03,29.267741935483873
2008-04,28.39333333333333
2008-05,27.738709677419354
2008-06,26.715
2008-07,26.44677419354839
2008-08,26.10483870967742
2008-09,26.645
2008-10,27.788709677419355
2008-11,28.363333333333333
2008-12,28.674193548387095
2009-01,28.598387096774193
2009-02,29.155357142857145
2009-03,29.288709677419355
2009-04,28.65666666666667
2009-05,28.508064516129032
2009-06,27.011666666666667
2009-07,25.846774193548388
2009-08,25.703225806451616
2009-09,26.858333333333334
2009-10,27.64677419354839
2009-11,28.743333333333336
2009-12,29.179032258064517
2010-01,29.137096774193548
2010-02,29.76964285714286
2010-03,30.116129032258065
2010-04,30.25
2010-05,29.1
2010-06,27.118333333333336
2010-07,26.266129032258064
2010-08,26.27258064516129
2010-09,26.578333333333333
2010-10,27.75967741935484
2010-11,28.186666666666667
2010-12,28.76451612903226
2011-01,28.848387096774193
2011-02,28.804479336014374
2011-03,28.760571575254556
2011-04,
2011-05,
2011-06,
2011-07,
2011-08,
2011-09,
2011-10,
2011-11,
2011-12,
2012-01,
2012-02,28.27758620689655
2012-03,29.41290322580645
2012-04,28.896666666666665
2012-05,27.89032258064516
2012-06,25.723333333333336
2012-07,25.267741935483873
2012-08,24.590322580645164
2012-09,26.528333333333332
2012-10,27.506451612903227
2012-11,28.773333333333333
2012-12,28.75161290322581
2013-01,29.15527073732719
2013-02,29.55892857142857
2013-03,29.94193548387097
2013-04,29.421666666666667
2013-05,28.208064516129035
2013-06,27.0
2013-07,25.950000000000003
2013-08,25.683870967741935
2013-09,26.18
2013-10,27.8
2013-11,28.43
2013-12,28.062903225806455
2014-01,28.85
2014-02,28.796428571428574
2014-03,28.916129032258063
2014-04,28.988333333333333
2014-05,28.511290322580646
2014-06,27.046666666666667
2014-07,25.65
2014-08,25.33709677419355
2014-09,26.35166666666667
2014-10,27.37741935483871
2014-11,28.35
2014-12,29.112903225806452
2015-01,29.082344470046085
2015-02,29.051785714285717
2015-03,29.193548387096776
2015-04,29.343333333333337
2015-05,28.937096774193545
2015-06,26.62
2015-07,26.462903225806453
2015-08,26.432258064516127
2015-09,26.966666666666665
2015-10,27.86935483870968
2015-11,28.503333333333334
2015-12,29.037096774193547
2016-01,29.445161290322584
2016-02,29.89814814814815
2016-03,29.475806451612904
2016-04,29.666666666666668
2016-05,28.967741935483872
2016-06,27.098333333333336
2016-07,26.77258064516129
2016-08,26.274193548387096
2016-09,27.265
2016-10,28.016129032258064
2016-11,29.383333333333333
2016-12,29.143548387096775
2017-01,29.153225806451612
2017-02,29.116071428571427
2017-03,29.54516129032258
2017-04,29.25166666666667
2017-05,28.57903225806452
2017-06,27.40666666666667
2017-07,26.18064516129032
2017-08,25.674193548387095
2017-09,26.366666666666667
2017-10,28.130645161290325
2017-11,28.361666666666668
2017-12,28.616129032258065
2018-01,28.73225806451613
2018-02,29.45357142857143
2018-03,29.427419354838708
2018-04,29.290000000000003
2018-05,28.15806451612903
2018-06,27.42
2018-07,26.861612903225804
2018-08,26.30322580645161
2018-09,27.14333333333333
2018-10,28.006451612903227
2018-11,28.94333333333333
2018-12,29.483870967741936
2019-01,29.846774193548388
2019-02,29.957142857142856
2019-03,29.76451612903226
2019-04,29.71333333333333
2019-05,28.58709677419355
2019-06,27.331666666666667
2019-07,26.783870967741933
2019-08,26.37741935483871
2019-09,27.203333333333333
2019-10,27.453225806451616
2019-11,28.828333333333333
2019-12,29.593548387096774
2020-01,29.646774193548385
2020-02,30.467241379310344
2020-03,29.9741935483871
2020-04,29.736666666666668
2020-05,29.43064516129032
2020-06,27.505
2020-07,26.52258064516129
2020-08,26.894086021505377
2020-09,27.265591397849462
2020-10,27.637096774193548
2020-11,28.6
2020-12,29.05
2021-01,29.116129032258065
2021-02,29.803571428571427
2021-03,29.56451612903226
2021-04,29.988333333333333
2021-05,29.466129032258067
2021-06,28.09666666666667
2021-07,27.056451612903224
2021-08,26.983870967741936
2021-09,27.293333333333337
2021-10,29.85483870967742
2021-11,29.140476190476193
2021-12,29.85483870967742
2022-01,29.688709677419357
2022-02,29.84375
2022-03,30.072580645161292
2022-04,28.790000000000003
2022-05,28.624193548387098
2022-06,27.315
2022-07,26.36774193548387
2022-08,25.546774193548387
2022-09,26.233333333333334
2022-10,27.825806451612905
2022-11,28.751666666666665
2022-12,29.175806451612903
2023-01,29.493548387096777
2023-02,29.785714285714285
2023-03,29.2241935483871
2023-04,29.57
2023-05,29.09193548387097
2023-06,27.23
2023-07,27.29516129032258
2023-08,26.59032258064516
2023-09,27.05166666666667
2023-10,30.208064516129035
2023-11,29.521666666666665
2023-12,30.208064516129035
2024-01,30.21935483870968
2024-02,30.843103448275862
2024-03,30.429032258064517
2024-04,30.46333333333333
2024-05,29.396774193548385
2024-06,28.293333333333337
2024-07,26.443548387096776
2024-08,25.875806451612902
2024-09,27.538333333333334
2024-10,28.282258064516128
2024-11,29.586666666666666
2024-12,29.945161290322584
