period,observed,Persistence,Climatology,ARIMA,LSTM,ARIMA-LSTM,ARIMA-LSTM-SVAO,LSTM_ensemble_sd,hybrid_ensemble_sd
2023-11,29.521666666666665,30.208064516129035,28.350797430083144,30.67830178034007,29.75894798755646,30.720276175512204,30.65796759521109,0.11330077711422608,0.1530908718512944
2023-12,30.208064516129035,29.521666666666665,28.557413503035622,29.678665822880976,29.493527680866187,29.62313464494273,29.64985446999532,0.09295309101062639,0.1490645154672325
2024-01,30.21935483870968,30.208064516129035,28.569709509684486,29.86759259477333,29.943034550682192,29.510893389935323,29.50178149820532,0.06445901400208849,0.3171042636032636
2024-02,30.843103448275865,30.21935483870968,29.172370886539408,29.55690280976147,30.127348524062864,29.58450524812884,29.67016326605595,0.037721325778496656,0.2295601880126986
2024-03,30.42903225806452,30.843103448275865,29.21895559946172,29.81865817431353,30.325655434785354,30.075575424903057,30.07844216245431,0.10568878085823757,0.1665540719176335
2024-04,30.46333333333333,30.42903225806452,29.030714285714286,29.20898327418661,29.60620116360726,29.520753105690986,29.50305695543371,0.07367386776835742,0.1294518955863389
2024-05,29.396774193548385,30.46333333333333,28.2426267281106,29.10264278338292,28.711149705533064,29.11138191765149,29.1033828523127,0.22997807673608883,0.0652181229502505
2024-06,28.293333333333337,29.396774193548385,26.69849206349206,28.13060244399528,27.789179614051697,27.912601741201403,27.95189466922867,0.21184588480792357,0.2142864797867881
2024-07,26.443548387096776,28.293333333333337,25.983179723502303,27.30362765897505,27.208132472518958,27.148531365755083,27.228291779200028,0.14456311608474817,0.1770346162767259
2024-08,25.875806451612902,26.443548387096776,25.669278033794164,26.025741954622976,26.312215050170504,26.16155737475461,26.24871132665925,0.11725404378840854,0.2628049036024552
2024-09,27.53833333333333,25.875806451612902,26.539920634920637,26.134988942077207,26.215623363323754,26.45320570053646,26.4579566934184,0.08955009714314272,0.1969216778374748
2024-10,28.282258064516128,27.53833333333333,27.48608611903543,28.2788898257336,28.059425400380167,28.57837873375618,28.54194534828195,0.05376587585017176,0.1236586967449974
2024-11,29.586666666666662,28.282258064516128,28.350797430083144,29.187933207621736,29.00954806612384,29.188506436013103,29.22896745635992,0.1520952479694936,0.1440064757146091
2024-12,29.945161290322584,29.586666666666662,28.557413503035622,30.26244607889944,29.45381394486274,30.00804077062421,30.001444729938115,0.08863294541605587,0.2468511223165245
